,Index,ProductName,ScrapeDate,ScrapedIndex,ScrapedIndexTrueRank,CorrectedIndexTrueRank,ScrapedIndexPrice,CorrectedPrice,ScrapedIndexVendor,ScrapedIndexVendorType
1560,3629,K&N 99-5000 Aerosol Recharger Filter Care Service Kit,6/29/16,88,82,83,34.86,34.86,Platinum Performance Parts,Other
1561,3630,K&N 99-5000 Aerosol Recharger Filter Care Service Kit,6/29/16,89,83,84,35.43,35.43,Parts Boulevard,Other
1562,3631,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,2,2,1,10.95,10.95,CheapChopperz PowerSport Parts,Other
1563,3632,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,3,3,2,10.97,10.97,EXT Off Road,Other
1564,3633,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,4,4,3,10.99,10.99,Custom Connection Motorsports,Other
1565,3634,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,5,5,4,11.49,11.49,DreamBargains,Other
1566,3635,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,6,6,5,11.5,11.5,Billet Superstore,Other
1567,3636,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,61,58,5,11.5,11.5,Billet Superstore,Other
1568,3637,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,71,68,5,11.5,11.5,Billet Superstore,Other
1569,3638,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,72,68,5,11.5,11.5,Billet Superstore,Other
1570,3639,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,81,76,5,11.5,11.5,Billet Superstore,Other
1571,3640,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,82,76,5,11.5,11.5,Billet Superstore,Other
1572,3641,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,83,76,5,11.5,11.5,Billet Superstore,Other
1573,3642,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,7,7,6,11.99,11.99,Sparktec_Motorsports,Other
1574,3643,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,8,8,7,13.25,13.25,WunderCarParts,Other
1575,3644,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,9,9,8,13.42,13.42,Powersport Superstore,Other
1576,3645,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,10,10,9,13.45,13.45,Seismic Cycles,Other
1577,3646,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,11,11,10,13.79,13.79,MC-Powersports,Other
1578,3647,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,12,12,11,14.83,14.83,PERF-MOTO,Other
1579,3648,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,13,13,12,15,15,TRU Motorsports,Other
1580,3649,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,14,14,13,15.7,15.7,Bombay Motorsports,Other
1581,3650,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,15,15,14,15.78,15.78,SoCal Powersports,Other
1582,3651,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,73,69,15,15.79,15.79,SoCal Powersports,Other
1583,3652,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,16,16,16,15.89,15.89,BAP0006,Other
1584,3654,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,19,18,17,15.95,15.95,Kinney Cycles,Other
1585,3655,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,74,70,17,15.95,15.95,Kinney Cycles,Other
1586,3653,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,18,18,17,15.95,15.95,RPO Powersports,Other
1587,3656,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,20,19,18,15.99,15.99,Fay Myers Motorcycle World,Other
1588,3657,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,21,20,19,16.2,16.2,Auto Parts Distributors,Other
1589,3658,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,22,21,20,16.45,16.45,Speed Outfitters,Other
1590,3659,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,23,22,21,16.79,16.79,RidersDiscount,Other
1591,3660,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,24,23,22,16.81,16.81,Everything-Aftermarket,Other
1592,3661,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,25,24,23,16.85,16.85,PJ's Motorcycles,Other
1593,3662,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,26,25,24,16.87,16.87,Autoplicity,Other
1594,3663,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,1,1,25,10.26,16.9,Amazon.com,Amazon
1595,3664,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,27,26,26,16.96,16.96,JEGS,Other
1596,3665,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,28,27,27,17.6,17.6,FR SPORT,Other
1597,3666,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,29,28,28,17.85,17.85,JD Auto & Truck,Other
1598,3667,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,30,29,29,17.88,17.88,Rocky Mountain ATV/MC,Other
1599,3668,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,31,30,30,17.9,17.9,Grim Reaper Racing MX,Other
1600,3669,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,32,31,31,18.44,18.44,Bkrider Parts,Other
1601,3670,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,33,31,31,18.44,18.44,MocaBike,Other
1602,3671,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,34,32,32,18.75,18.75,JC Motors,Other
1603,3672,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,35,33,33,18.83,18.83,BoostProjects,Other
1604,3673,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,36,34,34,18.95,18.95,Cycle Stash,Other
1605,3674,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,37,35,35,18.98,18.98,Motorcycle Superstore,Other
1606,3675,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,38,36,36,19.19,19.19,MX PowerPlay,Other
1607,3676,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,39,37,37,19.55,19.55,Cloudworks,Other
1608,3677,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,40,38,38,19.69,19.69,VNHM SHOP,Other
1609,3678,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,41,39,39,19.95,19.95,"Global Supplies (We currently can't ship to, HI, AK,APO,FPO, POB)",Other
1610,3679,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,75,71,40,19.99,19.99,Cycle Stash,Other
1611,3680,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,42,40,41,20.49,20.49,MASS Depot,Other
1612,3681,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,43,41,42,20.5,20.5,StylingAutoParts,Other
1613,3682,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,76,72,43,20.59,20.59,MASS Depot,Other
1614,3683,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,77,73,44,20.71,20.71,SoCal Powersports,Other
1615,3684,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,84,77,44,20.71,20.71,SoCal Powersports,Other
1616,3685,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,44,42,45,20.99,20.99,"The Pep Boys - Manny, Moe, & Jack",Other
1617,3686,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,45,43,46,21.71,21.71,TruckCustomizers,Other
1618,3687,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,78,74,46,21.71,21.71,TruckCustomizers,Other
1619,3688,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,79,74,46,21.71,21.71,TruckCustomizers,Other
1620,3689,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,85,78,46,21.71,21.71,TruckCustomizers,Other
1621,3690,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,86,78,46,21.71,21.71,TruckCustomizers,Other
1622,3691,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,87,78,46,21.71,21.71,TruckCustomizers,Other
1623,3692,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,46,44,47,21.99,21.99,MotoSport,Other
1624,3693,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,47,45,48,22.24,22.24,SpeedShopUSA,Other
1625,3694,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,48,46,49,22.5,22.5,FlyMotorSports,Other
1626,3695,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,49,47,50,22.51,22.51,Cruiser Customizing Store,Other
1627,3696,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,17,17,51,15.95,22.59,West Coast Performance MX,FBA
1628,3697,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,50,48,52,23.1,23.1,Jarboys Outdoors & Marine Supplies,Other
1629,3698,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,51,49,53,23.87,23.87,BarMac Automotive,Other
1630,3699,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,52,50,54,23.94,23.94,Rainier Part Shop,Other
1631,3700,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,53,51,55,23.99,23.99,Offshore Wake,Other
1632,3701,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,54,52,56,24.82,24.82,MotorSport Supply,Other
1633,3702,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,55,53,57,25,25,Got-Chrome,Other
1634,3703,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,56,54,58,25.03,25.03,Speedom Sports,Other
1635,3705,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,58,55,59,25.09,25.09,4x Off Road,Other
1636,3704,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,57,55,59,25.09,25.09,ATA Accessories,Other
1637,3706,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,80,75,60,25.47,25.47,Auto Parts Distributors,Other
1638,3707,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,59,56,61,25.95,25.95,4Wheel Drive Hardware,Other
1639,3708,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,60,57,62,26.13,26.13,ISS Inc,Other
1640,3709,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,62,59,63,27.1,27.1,Boating Parts and Accessories,Other
1641,3710,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,63,60,64,27.56,27.56,"Accessories International, Inc.",Other
1642,3711,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,64,61,65,28.98,28.98,Baxter Auto Parts,Other
1643,3712,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,65,62,66,29.9,29.9,Import Auto Performance,Other
1644,3713,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,66,63,67,30.1,30.1,IPC-Store,Other
1645,3714,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,67,64,68,30.69,30.69,Mr. Repairo,Other
1646,3715,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,68,65,69,31.49,31.49,Merav Shimony,Other
1647,3716,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,69,66,70,33.46,33.46,Lift Kits 4 Less,Other
1648,3717,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,6/14/16,70,67,71,34.33,34.33,Platinum Performance Parts,Other
1649,3718,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,1,1,1,14.73,14.73,rjhagen2,Other
1650,3719,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,3,3,2,15,15,mapledeals,Other
1651,3720,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,5,5,3,19.99,19.99,KD Snacks,Other
1652,3721,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,6,6,4,20.77,20.77,CUP GRINDERS,Other
1653,3722,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,7,7,5,20.78,20.78,"Vine.com (Quidsi Retail, an Amazon company)",Other
1654,3723,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,2,2,6,14.94,22.41,Amazon.com,Amazon
1655,3724,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,11,11,7,23.84,23.84,Swanson Health Products,Other
1656,3725,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,12,12,8,25.69,25.69,ABC WHOLESALE,Other
1657,3726,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,13,13,9,26.01,26.01,MeagaDeal,Other
1658,3727,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,14,14,10,26.31,26.31,Please and Thank You LLC,Other
1659,3728,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,15,15,11,26.65,26.65,"SIM Supply, Inc.",Other
1660,3729,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,16,16,12,26.77,26.77,evitamins,Other
1661,3730,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,4,4,13,19.51,26.98,Zongle,FBA
1662,3731,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,17,17,14,27.26,27.26,"Global Supplies (We currently can't ship to, HI, AK,APO,FPO, POB)",Other
1663,3732,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,18,18,15,27.49,27.49,paris7282,Other
1664,3733,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,19,19,16,27.73,27.73,Happy Haus,Other
1665,3734,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,20,20,17,27.88,27.88,Grab Deals,Other
1666,3735,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,21,21,18,28.64,28.64,*Dolly's Kitchen,Other
1667,3736,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,52,46,19,28.66,28.66,Grab Deals,Other
1668,3737,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,22,22,20,28.72,28.72,Nutricity,Other
1669,3738,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,23,23,21,28.77,28.77,OxKom,Other
1670,3739,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,24,24,22,28.83,28.83,Sandy's Best,Other
1671,3740,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,25,25,23,29.46,29.46,PharmaFrag,Other
1672,3741,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,8,8,24,22,29.47,Athena's Marketplace,FBA
1673,3742,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,9,9,25,22.09,29.56,Nutrition Depot,FBA
1674,3743,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,26,26,26,29.7,29.7,GreenTwoGreen,Other
1675,3744,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,27,27,27,29.93,29.93,Beach Audio,Other
1676,3745,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,53,47,28,29.98,29.98,Grab Deals,Other
1677,3747,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,29,28,29,29.99,29.99,D-Prompt,Other
1678,3746,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,28,28,29,29.99,29.99,LP Corp,Other
1679,3748,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,61,52,30,30.03,30.03,Grab Deals,Other
1680,3749,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,62,53,31,30.06,30.06,Grab Deals,Other
1681,3750,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,10,10,32,22.99,30.46,Kayla's House,FBA
1682,3751,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,30,29,33,30.57,30.57,XoXoGroupLLC,Other
1683,3752,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,54,48,33,30.57,30.57,XoXoGroupLLC,Other
1684,3753,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,55,48,33,30.57,30.57,XoXoGroupLLC,Other
1685,3754,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,63,54,33,30.57,30.57,XoXoGroupLLC,Other
1686,3755,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,31,30,34,30.63,30.63,T J's Bargains,Other
1687,3756,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,32,31,35,30.98,30.98,General Store Depot,Other
1688,3757,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,33,32,36,31.61,31.61,"UnbeatableSale, Inc",Other
1689,3758,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,34,33,37,33.1,33.1,axiscoreshop,Other
1690,3759,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,35,34,38,33.18,33.18,Herbvive,Other
1691,3760,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,36,35,39,33.54,33.54,MegaRetailStore,Other
1692,3761,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,37,36,40,33.86,33.86,DDN INC,Other
1693,3762,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,56,49,41,33.87,33.87,DDN INC,Other
1694,3763,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,64,55,41,33.87,33.87,DDN INC,Other
1695,3764,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,65,55,41,33.87,33.87,DDN INC,Other
1696,3765,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,66,55,41,33.87,33.87,DDN INC,Other
1697,3766,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,38,37,42,33.9,33.9,GreenNBrown,Other
1698,3767,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,67,56,43,33.97,33.97,DDN INC,Other
1699,3768,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,39,38,44,33.99,33.99,The Global Sales Co,Other
1700,3769,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,71,58,45,34.02,34.02,Grab Deals,Other
1701,3770,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,51,45,46,27,34.47,ABC WHOLESALE,FBA
1702,3771,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,40,39,47,35.3,35.3,XpW,Other
1703,3772,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,41,40,48,35.67,35.67,TOPOINT_USA,Other
1704,3773,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,42,41,49,37.02,37.02,Melon007,Other
1705,3774,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,57,50,50,37.35,37.35,D-Prompt,Other
1706,3775,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,72,59,51,39.41,39.41,Grab Deals,Other
1707,3776,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,43,42,52,39.44,39.44,K&K Kandies,Other
1708,3777,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,58,51,52,39.44,39.44,K&K Kandies,Other
1709,3778,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,68,57,52,39.44,39.44,K&K Kandies,Other
1710,3779,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,69,57,52,39.44,39.44,K&K Kandies,Other
1711,3780,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,44,43,53,39.98,39.98,Fairy Bless,Other
1712,3781,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,45,43,53,39.98,39.98,ForHoME,Other
1713,3782,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",6/26/16,46,44,54,39.99,39.99,Smile Holiday,Other
1714,3831,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,2,2,1,42.95,42.95,MyMedStreet,Other
1715,3832,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,3,3,2,43.6,43.6,Connect Buy,Other
1716,3833,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,4,4,3,44.09,44.09,Diabetes Health Supplies,Other
1717,3834,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,51,49,3,44.09,44.09,Diabetes Health Supplies,Other
1718,3835,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,71,59,3,44.09,44.09,Diabetes Health Supplies,Other
1719,3836,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,72,59,3,44.09,44.09,Diabetes Health Supplies,Other
1720,3837,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,5,5,4,44.38,44.38,Tradecozone,Other
1721,3838,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,6,6,5,44.56,44.56,BFF Nation,Other
1722,3839,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,7,6,5,44.56,44.56,Shop by Convenience,Other
1723,3840,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,8,7,6,44.75,44.75,HighTideHealth,Other
1724,3842,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,10,8,7,45.49,45.49,MeagaDeal,Other
1725,3841,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,9,8,7,45.49,45.49,XoXoGroupLLC,Other
1726,3843,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,11,9,8,46.34,46.34,OfficeMax,Other
1727,3844,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,12,10,9,47,47,SWEET DEAL!,Other
1728,3845,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,13,11,10,48,48,Treasure Zone,Other
1729,3846,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,14,12,11,48.61,48.61,TOG OTC Supply,Other
1730,3847,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,15,13,12,48.99,48.99,For You Only,Other
1731,3848,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,16,14,13,49.94,49.94,TheNewMall,Other
1732,3849,"Kleenex 50606 Hard Roll Towels, 8 x 600ft, 1 3/4"" Core dia, White, 6 Rolls/Carton",6/15/16,61,50,14,50,50,For You Only,Other
